,answer
205600,no
368305,white
223753,sunset
196282,blue
2634,picture
41104,yes
200630,gray
81292,yes
47060,yes
283674,1
214062,pizza
155905,yes
74397,white
211292,yes
279086,yes
275477,4
113117,right
96538,pink
286070,yes
50382,no
120491,man
177395,clean
88366,female
84984,art
131616,no
274119,train
132959,right
137776,red and white
326406,living room
158213,snow
7139,no
111902,woman
117537,remote
287983,yes
131440,cart
291380,yes
338117,no
304567,50
209743,skis
264621,stop
153079,yes
8338,sandwich
370369,yes
201429,skateboarding
198491,no
113538,wedding
174447,water
360100,dell
301499,0
356370,2
6371,sun
59317,car
71587,gray
25158,white
312279,nowhere
77678,white
166040,baseball
11774,chocolate
150856,china
310688,3
211468,yes
315912,nothing
177550,donuts
44974,orange and white
85049,yes
102757,yes
316668,sandwich
229179,3
193356,4
289244,diamond
125940,watermelon
99124,nobody
289003,0
60403,cooking
108712,yes
294534,no
201818,brown
17751,yes
228861,no
330642,yes
101163,yes
56938,1
77613,oak
383917,broccoli
128491,no
55155,blue
373834,yes
253686,yes
340838,pizza
349846,red
131003,3
257989,red
318721,no parking
138043,yes
272880,cigarette
357313,wii remote
353615,2
280350,24
84833,baseball
169091,no
199584,outside
71762,no
371022,yes
321259,yes
5720,yes
248271,yes
75909,black
148745,no
286876,4
55881,4
338008,green
291663,cup
109877,no
384716,chocolate
64936,yes
266116,metal
159515,bed
84194,no
126681,yes
43525,no
300478,yes
196892,yes
252903,rectangle
289183,no
103397,small
79837,yes
277202,pizza
375650,yes
296994,white
7590,black
127083,cloudy
247364,4
380036,guitar
62363,bathroom
123141,1
48814,yes
131197,no
61635,no
219508,red
296630,yes
16494,stop
215330,no
208803,yes
216033,no
46557,yes
350412,black
301410,yes
261290,no
24486,no
364954,counter
338325,spring
88958,pizza
28812,brushing teeth
146718,2
178441,black
129549,frisbee
144210,wood
76566,2
383430,red
166343,playing
160644,no
59150,left
100244,yes
7386,0
259605,no
299719,blue
20563,man
159009,no
7085,no
3413,1
267600,black
223289,man
258950,london
370019,carpet
368419,wilson
3532,yes
176035,1
113610,yes
82095,no
170236,yes
174933,laptop
374528,baseball
325709,kitchen
45321,yes
230179,united states
166624,no
226608,no
193320,yes
11683,yes
44088,eating
159282,yes
32970,no
216381,frisbee
179936,no
192848,books
89610,2
195285,shelf
370581,tie
144679,yes
276204,triangle
194762,wood
109626,cheese
369862,no
107518,brown
157499,kitchen
364251,evening
96682,pink
251326,white
64398,electric
40185,blanket
227119,sunny
346429,yes
92814,no
123836,ball
84366,no
79870,cheese
175977,black
277619,cat
113056,ski poles
385535,no
63535,yes
113765,protection
256556,yes
113944,american
88121,no
295279,no
234891,2
194440,beach
274346,5
58611,many
97764,yes
364321,black
105858,3
306535,black
242130,yes
160617,ball
18186,3
198470,2
32835,summer
213440,no
360904,2
175460,yes
21694,no
97585,yes
373452,yes
288156,1
83725,black
228479,yes
202556,green
193833,yes
340817,bat
29044,pepperoni
191745,no
228510,bathroom
298074,no
291687,no
207692,no
249126,no
275483,2
189219,bike
2700,no
20001,yes
372903,cows
55283,yes
337621,black
72778,yes
189939,no
294203,pine
74648,eating
69231,yes
123793,skateboarding
20243,fork
233547,no
37455,1
51538,yes
164139,surfboard
96875,blue
173196,1
63503,red
213528,open
49649,peace
165680,yes
386435,1
108906,yes
141696,truck
100022,no
89179,blue
31171,walking
234669,1
133745,talking on phone
189244,christmas
272883,cigarette
248380,no
79449,yes
30845,yes
22129,no
231538,3
204447,metal
210674,reading
98382,yes
126731,yes
361532,black
327499,1
76489,yes
239471,right
2566,2
295689,no
153658,2
347983,yes
29018,yes
356750,yes
329863,frisbee
90177,sunny
137958,no
140642,red
76579,no
44933,1
82299,yes
82209,white
187370,steam
171869,orange
380343,4
245979,13
275013,yes
184391,no
283631,toilet
359348,catching
327670,towel
49934,san francisco
188894,no
205237,food
203243,fall
183707,bread
104262,yes
182185,white
270082,no
42448,5
302118,brown
243251,desk
226556,no
372053,left
87533,1
76369,white
305117,off
86842,3
360668,desert
228757,green
290580,2
359084,no
119755,cooking
384861,ocean
379763,elephant
367515,yes
252982,yes
84383,no
248562,no
23268,no
280348,headband
283689,7
378991,no
215932,yes
31712,white
266027,right
54697,laptop
217252,man
32691,no
86934,2
178124,no
372372,elephant
318558,soap
128227,no
261050,empty
79951,yes
382841,zebra
279229,giraffe
23363,fun
382156,green
232723,green
314627,horses
34482,bathroom
89851,cargo
273567,yes
380526,yes
45047,yes
31979,house
9933,coca cola
89376,stop
236675,no
322676,wood
102255,boy
127615,white
334481,yes
3055,yes
288394,2
222236,yes
360474,nothing
287761,no
340631,no
305005,3
280257,no
56068,yellow
101261,yes
127510,white
200579,red
193360,chair
330239,no
308923,no
151898,no
282031,usa
2684,cloth
155244,black
230083,no
168775,no
160802,6
12410,nighttime
102960,bowl
382480,no
209826,yes
281473,solid
273513,2
74992,yes
357623,yes
229709,yes
42634,scissors
224551,yes
89860,4
176604,yes
337189,passenger
387437,floor
304156,2
352431,green
285409,helmet
300196,red
342318,no
353518,helmet
288967,1
295856,1
373998,yes
34828,no
40225,horse
48296,snow
306435,yes
88484,adult
350906,yes
98550,left
10687,no
157579,yes
22474,kite
82331,yes
275035,1
5521,afternoon
160229,no
114162,yes
255223,5
379490,no
284767,no
247704,tennis
170330,p
137558,sitting
303531,yes
26710,above
138498,zoo
134048,no
220651,yes
234099,red and white
240269,no
186668,pine
9764,no
32206,yes
355662,1
246501,square
260199,sign
254740,flowers
21310,no
238026,bed
60503,no
371814,pillow
281609,no
182833,white
170585,gray
78807,yes
171398,0
292640,no
248339,blue
142305,no
191835,no
336318,concrete
141916,girl
12268,grass
50375,baseball bat
95369,black
8769,orange
220758,fries
324989,black
359157,plain
241955,black
69222,3
327971,yes
24104,cars
228594,black
213023,no
91931,dog
34075,2
181808,lamp
350517,no
305496,2
60661,4
336109,plants
135938,1
35059,no
124433,yes
342917,green
34533,ceiling
72944,christmas
256817,afternoon
178703,horses
217295,paper
13292,yes
350391,paper
11766,no
254628,no
122664,yes
52290,india
349942,brown
72928,outside
351114,yes
98316,yes
57198,boat
143141,woman
45485,white
118792,red
356570,yellow
302838,yes
30571,no
187225,coffee
8434,watch
262962,yes
101101,no
375253,no
154886,yes
252985,no
219300,no
56045,no
274314,no
230592,phone
175613,yes
3321,dog
385606,no
5605,no
361753,yes
135811,yes
266430,jeep
31001,yes
278232,3
256448,red
268860,bathroom
97148,13
183761,yes
307836,white
11218,yes
110443,yes
168278,broccoli
357819,4
269346,tea
81761,green and yellow
384302,wii
152158,fork and knife
100131,no
300365,4
349558,no
365757,wall
280552,white
20645,white
296782,6
304729,red
316489,yellow
243733,skiing
336825,10
223573,no
249336,yes
251061,yes
243693,apartment
274353,no
13133,no
229975,2
235303,toilet
203753,helmet
315974,no
111377,sitting
164028,white
211501,yes
47062,no
324822,yes
6406,2
267295,no
311466,0
178469,21
189841,no
6609,no
41999,white
340897,no
364455,2
241608,no
323054,yes
157260,bench
124387,nothing
66107,2
29152,bathroom
24225,yes
182966,parked
82151,yes
1511,1
169488,forward
140586,tennis racket
57943,yes
175326,no
309169,1
274727,bus
301359,yes
384169,yes
82901,daytime
14017,blue
150111,spanish
76939,shoes
261940,yes
52460,eating
370287,2
93923,curtain
90034,white
238429,no
85898,laying
242591,no
183950,water
66345,yes
190496,yes
66250,back
216855,no
77831,refrigerator
121886,yes
363670,no
108115,yes
350804,rainbow
191644,no
199948,metal
78066,yes
154684,camera
84688,elephant
298124,yes
295766,blue
267308,no
193463,tennis racket
34047,3
58151,phone
70030,adidas
383973,blue
235437,right
3756,no
28672,pizza
35455,3
41472,yes
228917,yes
325396,yes
308504,nothing
49884,field
297090,red
180923,ball
176104,yes
264336,no
345961,no
367642,horses
28557,tennis
181366,2
324237,yes
334275,gray
224370,yes
274035,black
214463,2
307584,yes
208623,blue
192395,purple
281561,0
387661,gray
47611,background
11612,2
5589,6
306042,5
72168,frisbee
10933,no
45610,yes
55421,yellow
129471,2
180166,black
267204,yes
43915,black
3573,mask
98698,no
278659,yes
225335,no
312110,no
152973,dessert
215754,yes
310921,right
384556,yes
87017,2
30027,pictures
229500,stone
359825,no
62993,yes
158456,3
354449,breakfast
362584,no
64105,monitor
267869,yes
59092,sink
289171,vertical
264848,ball
386826,no
124559,no
339809,checkered
293195,trash
352160,0
350127,white
202605,no
132777,white
304346,no
322654,truck
170954,fork
66918,no
65265,eating
5678,motorcycle
226995,yes
177652,yes
298055,no
7322,skateboarding
376533,no
144922,red
234572,yes
212301,no
83562,2
382003,no
350116,blue
255919,2
161661,2
310325,yes
43322,no
224400,4
124240,elephant
127668,kitchen
87941,blue
153432,vegetables
153916,noon
43093,no
66064,no
291093,yes
364493,yes
32716,tennis player
362391,horse
104791,1
349375,green
215080,passenger
202780,sunglasses
224942,yes
350166,yes
182097,yes
41253,phone
71656,yes
236835,white
14003,hat
18290,no
14833,0
370536,yes
16683,no
316695,0
26921,jet
75440,no
260354,yes
118981,gray
248553,wood
4509,yes
381868,pigeon
290898,no
338424,no
3668,yes
369616,white
155091,no
131059,softball
13790,blue
41633,bat
291204,brown
133494,remote
339509,yes
14287,no
72053,black
226685,no
342627,birthday
267709,no
122416,trees
323635,no
52634,no
121443,red
79517,no
197949,many
171396,restaurant
383437,no
68737,no
310730,rope
272146,yes
114541,yes
239948,no
95933,no
125799,yes
154558,nothing
306652,yes
9926,bed
217780,snow
206413,blue
337748,floral
334966,no
189563,yes
376411,clear
27428,bowl
315063,yes
12850,snowboarding
30816,6
83394,tennis
282805,no
70942,yes
61800,no
168892,baby
121752,yes
216987,no
52810,no
278462,no
77474,eating
279449,rug
174068,dog
372346,no
33749,orange
56093,hay
321133,truck
371514,yes
95552,yes
14864,yes
126081,no
173658,yes
78342,yes
177195,1
249699,2
289918,0
271686,no
72940,1
73198,yes
129523,gas
39906,sparrow
238782,yes
36479,no
207070,brown
229014,yes
347456,glove
307555,high
318964,yes
194042,yes
299309,wood
51318,many
37874,2
235328,blue
150740,yes
168620,no
346758,leaves
81855,no
134730,train station
42581,no
298470,surfing
299404,no
178674,no
264186,no
48848,1
127230,wine
145227,yes
238625,yes
281080,1
8301,white
29553,surfboard
270109,no
89680,basketball
148873,tile
2991,yellow
293679,no
147712,no
251914,yes
337905,yes
304851,marble
87389,flag
94786,no
286175,no
113318,no
278447,yes
219058,clock
80846,no
218252,pug
30956,2
281859,baseball
264091,dry
278077,laying
353038,no
239394,no
109660,no
285954,orange
50764,tennis
166133,yes
89694,no
84766,donuts
17670,baseball
118353,subway
82946,2
143932,yes
194225,wii
78243,3
382614,no
316010,no
199143,wood
338632,fedex
106313,no
62759,riding
285689,paint
103838,yes
129997,water
226393,wood
32803,no
150636,no
52633,gray
83391,4
57773,yes
195726,1
334629,stripes
385083,yes
26038,collar
107918,no
248093,no
366285,yes
254239,blue
25960,yes
84482,no
374038,stripes
33208,wood
370266,no
94138,yes
33117,no
206511,snowboarding
21500,no
136803,up
296174,no
381681,3
40831,white
267605,none
179817,no
92506,red
332003,pink
37039,white
255604,no
317748,elephants
130877,cat
224511,no
122140,yes
337265,baseball
315236,couch
302702,yellow
50250,5
327282,yes
361676,no
377469,yes
96816,yes
355223,no
106052,car
318702,tile
153488,yes
251585,1
210870,gray
66038,inside
375501,yes
350763,no
161468,happy
153816,no
32007,no
157003,no
128798,no
38210,grass
252718,no
266220,yes
115855,yes
145131,cone
1634,black
25226,3
317531,people
367283,yes
241170,no
119271,dog
206899,yes
118641,beef
90037,10
51747,yes
258512,yes
290977,yes
283306,yes
106276,in bowl
155916,1
272460,3
326264,nothing
158466,no
267867,no
311509,wood
256108,white
387556,pen
322011,white
259757,3
599,stop
295120,0
305194,yes
149607,yes
326252,zebra
56195,3
49190,round
387953,1
204840,young
327668,no
200755,frisbee
182642,left
207759,4
264847,no
223884,pasta
302027,beef
16471,bedroom
228458,teddy bear
175966,2
107576,4
22625,yes
116242,0
142432,yes
378041,no
37525,fire hydrant
292317,dodgers
79874,no
81848,1
18982,yes
86613,outside
130117,yes
206725,baseball
19654,no
371273,cat
338032,yes
144571,baseball
160737,3
298800,5
212151,black and white
301792,living room
98525,kitchen
197430,yellow
36735,no
76177,1
223373,2
281847,no
253383,yes
6586,no
241359,house
129970,no
346955,yes
177589,blue
224182,no
308002,building
309545,yes
88992,nothing
30158,5
111757,wetsuit
40770,no
320247,yes
218729,trees
38930,boxes
298987,no
240920,yes
177952,no
157011,wine
209827,yes
87157,yes
160480,no
179424,yes
169565,4
30632,0
60332,no
213275,6
106485,no one
159852,4
60117,yes
231626,1
280787,yellow
77179,bus
265283,red
156714,zoo
379853,triangle
108093,yes
286736,no
158644,blue and white
3372,no
7907,chair
65036,yes
275320,pizza
357933,red
321613,small
202032,metal
354832,yes
185736,pole
326246,yes
252988,no
164451,no
122950,bus
106334,no
322503,multi
46875,2
309601,yellow
166823,yes
263409,10
286646,pizza
335817,yes
11829,yes
252989,motorcycle
81795,no
198924,standing
246545,yes
360735,white
250156,yes
289332,yes
280203,clouds
58413,white
226935,brown
150423,no
315308,yes
210980,0
356241,3
11036,pole
101633,black
365230,yes
320276,yes
9593,male
236346,yes
143404,white
3794,no
177507,yes
243677,no
286042,no
296671,no
307402,5
124453,yes
344568,field
58126,vase
37126,yes
332705,blue
16643,cell phone
24204,yes
40785,yes
95368,no
378053,no
161057,baseball
169640,yes
26627,8
237320,green
173908,black
265711,no
26055,yes
69468,no
308203,3
324115,cows
25545,green
4554,smoke
66036,no
260295,yes
88598,yes
240002,4
353435,yes
7444,brown
164805,eating
349863,2
242045,blue
72836,gray
200043,spoon
278085,4
250533,playing wii
235553,carrots
36108,asphalt
102491,yes
140332,no
47284,4
214038,bathroom
142242,yes
90254,brown
324467,red and black
175848,yes
43183,necklace
124001,yellow
334168,no
233542,white
185941,left
271295,blender
137530,skateboarding
38865,yes
80000,1
250140,no
165432,rainy
221519,white
210033,2
364738,white
97654,yes
26209,beach
32827,yes
313073,pizza
62740,trash
128840,reading
299739,yes
111027,grazing
353497,no
239060,railing
202898,yes
302430,none
337035,6
246935,texting
361461,no
125113,white
169720,no
77093,yes
28299,yes
368318,blue
370597,black and white
200224,yes
24448,owl
101243,2
319363,green
41787,no
40794,no
4163,kitchen
138369,yes
234494,white
278675,yes
28842,orange juice
383810,no
203679,no
349106,no
55450,laptop
56400,0
62415,no
160770,no
278107,yes
291559,yes
172781,nothing
166241,yes
311721,flying kite
251123,yes
103283,no
224478,no
313199,yes
367599,yes
226709,yes
28015,yes
133915,no
334996,unknown
77568,food
171066,yellow
67958,yes
135460,no
67762,no
324597,frisbee
220121,outside
247860,no
269161,english
19650,yes
193717,yes
132339,corn
200203,yes
199302,shoe
95204,yes
289930,no
77774,plants
359022,2
101209,sun
134123,gray
109806,no
194946,no
125811,1
196398,8
66473,airport
217687,no
303942,blue
384243,none
234573,no
251672,yellow
333258,no
379408,1
36516,yes
360255,no
127852,yes
165392,1
387108,horse
178215,graffiti
358140,green
45952,dunkin donuts
114892,no
156408,4
232460,yes
374863,yes
307205,red
52034,yes
85061,green
252697,green
136876,white
41132,no
294994,hat
155673,3
120359,train
300826,no
221344,train station
37269,tie
384375,cat
74712,yes
114988,yes
15740,no
254568,brown
133018,3
92424,2
119786,1
292254,round
52047,no
190039,1
168151,pink
304172,3
287669,no
145522,no
114817,0
370336,indian
100927,no
387127,yes
262160,no
375106,white
154103,tennis racket
181541,yes
271344,shelf
321739,no
194164,2
44344,3
133496,wii remote
198739,yes
151265,no
271659,no
247647,air
249486,blue
272855,lighthouse
46576,yes
322332,yes
95660,black and white
146284,black
366181,electric
269156,red
251362,1
125468,pine
303060,wood
178648,ground
140605,no
8947,no
377806,giraffe
21483,no
150651,living room
302471,yes
368995,no
73524,no
78346,no
295952,white
46129,yes
113398,no
251673,palm
69833,broccoli
386188,yes
286785,old
379799,1
191838,summer
73836,no
322505,20
333018,light
334066,skateboard
198707,yes
120469,pine
120823,no
80808,motorcycle
372313,black
339546,20
185542,tan
122352,white
190470,cell phone
155561,background
239901,yes
197623,basketball
259495,usa
355031,1
382505,yes
20180,no
229636,no
192528,shallow
307453,rainbow
377765,white
217578,ball
157333,no
124878,yes
133154,bear
104012,no
326243,green
37669,no
340397,young
215732,black
183557,no
310528,short
306377,yellow
353289,nothing
93153,blue
281709,girl
254290,10
295458,black
381451,red
106255,wine
251818,no
10485,no
232949,donut
328700,no
127310,surfboard
205377,home
143239,left
350761,1
337774,no
107809,2
277319,sandwich
387151,2
331045,2
48196,wood
171614,pole
103512,1
231831,mountains
30172,tv
189674,black
353439,fork
263051,40
177817,brown
341948,fishing
48917,1
59633,yes
310145,apple
105850,stop
154506,no
279888,no
325798,food
99291,0
297992,yes
141370,yes
289821,yes
23226,yes
55082,brick
159947,boat
18610,red
352401,yes
156806,no
297521,yes
188812,mirror
137286,tired
16328,yes
114687,yes
159162,yes
371107,no
121227,yes
296707,0
65375,store
10300,no
367270,shorts
179586,no
379993,yes
204950,black
200341,black and white
11311,yes
128575,white
56284,fan
76964,black
